age,year,LE,LE_Bs,LE_bs,LE_Cs,LE_cs,LE_ds,LE_cC,Lstar,Lstar_Bs,Lstar_bs,Lstar_Cs,Lstar_cs,Lstar_ds,Lstar_cC,Lmed,Lmed_Bs,Lmed_bs,Lmed_Cs,Lmed_cs,Lmed_ds,Lmed_cC,h,h_Bs,h_bs,h_Cs,h_cs,h_ds,h_cC,H,H_Bs,H_bs,H_Cs,H_cs,H_ds,H_cC
0,1948,67.74357697341124,3.27834565412595,5.57833001623429,0.8978715996027238,64.28797020168743,-2522.1406647214467,0.33842310716618473,101.04549500324683,0.0825399907163764,0.14088184762219463,0.9983085923819419,-251.3479000562164,-170.56168728654117,NaN,73.0983959007951,0.9297899368038204,1.5869946562987733,0.9809467657030875,66.09111379569957,-1389.929589143011,NaN,1.5121418493695726,0.21869022176389816,0.3720631066073744,0.007458599699854781,8.27995763830417,-142.2556659383845,-0.040709310052160365,0.22043732841510852,-0.04820748823610337,-0.08201659722236627,-0.0016441537915689336,-1.82521174117834,31.358458951362163,NaN
1,1948,68.60755349835412,0.8169118263073645,1.97258106526541,0.9221653707057131,65.64074718973748,-2522.8277567690902,0.3724055207893347,101.04549500324683,0.0825399907163764,0.14088184762219463,0.9983085923819419,-251.3479000562164,-170.56168728654117,NaN,72.60623703177251,0.21902465592546896,0.5300353537357742,0.9816126605480137,60.369017913021935,-1321.7476092816871,NaN,1.6286842632991276,0.060468967308964706,0.1459995645286552,0.00867173445856227,9.42370607553722,-157.6391249248428,-0.03509450752051686,0.19618753552579993,-0.011863257672080978,-0.02864329475269711,-0.0017012862121534714,-1.848813670477807,30.926831421418864,NaN
2,1948,68.11988335075594,0.19954847114786792,0.624140728306693,0.9284920754230879,65.67880061661482,-2473.1572387957012,0.4012749695737766,101.04549500324683,0.0825399907163764,0.14088184762219463,0.9983085923819419,-251.3479000562164,-170.56168728654117,NaN,71.741678304014,0.05326792127983518,0.16689528034403298,0.981667661839673,58.75261560912868,-1290.9230774550808,NaN,1.6526698544243148,0.015237576223482659,0.047656031691331306,0.009168751421550941,9.774036668218136,-159.1287677037364,-0.031648221281188355,0.1915378471914397,-0.002918572546283781,-0.009127933715869486,-0.0017561629087163393,-1.8720979417982788,30.479181592194703,NaN
3,1948,67.29713469003694,0.048498673537668055,0.1862757034991012,0.9302764504095784,65.36768528875412,-2411.8360267540493,0.42978787624895926,101.04549500324683,0.0825399907163764,0.14088184762219463,0.9983085923819419,-251.3479000562164,-170.56168728654117,NaN,70.78864165341942,0.013053724623583512,0.05020825544833443,0.981570329233095,58.10605968019511,-1268.6522506142364,NaN,1.6515494177052445,0.003744239444628896,0.01438011984319613,0.009448666103488048,9.885278091875039,-156.59768184673632,-0.029280324783560067,0.19175257349968128,-0.0007179675492760897,-0.0027574249872213633,-0.0018118060414858029,-1.8955275138754868,30.02800849825145,NaN
4,1948,66.39243942080016,0.011770806434669942,0.05360323646017742,0.9309065972442057,64.94879496526899,-2348.3829502309454,0.45927467192837046,101.04549500324683,0.0825399907163764,0.14088184762219463,0.9983085923819419,-251.3479000562164,-170.56168728654117,NaN,69.81415407803388,0.003204810384728907,0.014612099113431417,0.9814243973481044,57.687519858558055,-1248.4520697422051,NaN,1.6439939959108634,0.0009141267578327656,0.004162620029648364,0.009673616884888919,9.933452170721692,-153.08128292730137,-0.027161482701118136,0.1932068319225719,-0.00017661553484187606,-0.0008042466284926127,-0.001869008871547222,-1.9192108239607066,29.576349700992502,NaN
5,1948,65.46765705135017,0.002855394737405221,0.015039317077069262,0.9312195858401526,64.48045711934978,-2285.095478087693,0.4901251454701747,101.04549500324683,0.0825399907163764,0.14088184762219463,0.9983085923819419,-251.3479000562164,-170.56168728654117,NaN,68.8345351384646,0.0007871570808171331,0.0041503454931627,0.981254005617168,57.31594623452844,-1228.7833869370477,NaN,1.634703234858202,0.00022278743307376156,0.001173357394514083,0.009886753107999509,9.964440472558834,-149.35099183794313,-0.02502670245666899,0.195010234952828,-4.3445829674518414e-5,-0.00022881670110365767,-0.0019280180465088906,-1.9431678777263306,29.124972008748127,NaN
6,1948,64.53785786648874,0.0006924741067010497,0.004141030532523398,0.931419487691526,63.975807728048586,-2222.5265398208135,0.5224796419939914,101.04549500324683,0.0825399907163764,0.14088184762219463,0.9983085923819419,-251.3479000562164,-170.56168728654117,NaN,67.85379750366275,0.0001933579977377222,0.001157387775668701,0.9810639940193896,56.9463494843494,-1209.2756955186715,NaN,1.624829787153786,5.4264803389549115e-5,0.00032449075596411095,0.010098971710843748,9.989557763180487,-145.5942484644311,-0.02280106627028069,0.19694519495354834,-1.0687192279755846e-5,-6.390689513545176e-5,-0.001988943952425886,-1.9673954011694852,28.674087647920885,NaN
7,1948,63.60673648626333,0.00016789428614484803,0.001123740270801289,0.9315541274608591,63.436868096056,-2160.8101688841966,0.5564115361071773,101.04549500324683,0.0825399907163764,0.14088184762219463,0.9983085923819419,-251.3479000562164,-170.56168728654117,NaN,66.87294054576904,4.7497123460259834e-5,0.0003181772281591205,0.980854359842643,56.56700246386011,-1189.8390879840354,NaN,1.614653068125449,1.3213255981601103e-5,8.843392477935966e-5,0.010312962224228051,10.011490898709937,-141.85674692919753,-0.02046215971615791,0.19895968392474284,-2.628905218323878e-6,-1.7594785845326063e-5,-0.002051863704460507,-1.9918830648245354,28.223773531663884,NaN
8,1948,62.67522819902863,4.069810077120778e-5,0.0003014184572097119,0.931632707058671,62.86290317015882,-2099.9799873335005,0.591976006134122,101.04549500324683,0.0825399907163764,0.14088184762219463,0.9983085923819419,-251.3479000562164,-170.56168728654117,NaN,65.89222517642922,1.1667214281951475e-5,8.64776556140174e-5,0.9806237982311113,56.17429147039849,-1170.4512647925835,NaN,1.6042391935354279,3.216589670204644e-6,2.3821625712686696e-5,0.010529354148344945,10.030804265809008,-138.1502969284623,-0.018001508541517483,0.20104245113711666,-6.466710785552973e-7,-4.7891580373664866e-6,-0.002116847166884499,-2.0166174764754463,27.774074319805944,NaN
9,1948,61.74360140069312,9.86318473051818e-6,8.008154704040239e-5,0.9316547670871258,62.252467987495294,-2040.0455603593261,0.6292229372331242,101.04549500324683,0.0825399907163764,0.14088184762219463,0.9983085923819419,-251.3479000562164,-170.56168728654117,NaN,64.9117322943463,2.8658841460266517e-6,2.3285803655407364e-5,0.9803705677429907,55.766546288001486,-1151.1062167344933,NaN,1.5936023190751332,7.828556071412731e-7,6.355927159982922e-6,0.01074825773080048,10.047540230806284,-134.47863934311584,-0.015414291770026707,0.20319232816681299,-1.590702859419279e-7,-1.2914757043582124e-6,-0.0021839635120666874,-2.0415830918475644,27.325027816832023,NaN
